Unnamed: 0,Greek Entry,Entry,Definition
1549,ἀνωφελήσ (anopheles),אֲנוֹפֶלֶס,"Anopheles (a genus of mosquitoes).  [Modern L., from Gk. anopheles (= useless, hurtful, harmful), from privative pref. an and ophelos (= use, help, advantage), whence opsellein (= to increase, enlarge), ophelma (= advantage), which derives from IE base *phel- (= to swell).] | "
5710,ἀξεινῶν,גַּלְאַקְסִינוֹן,"(ed. גלא ק') (γαλῆ Ἀξεινῶν) [fur of] the weasel imported by the Axeinoi (living around the Pontus Axenus or Euxenus); ermine (v. Sm. Ant. s. v. Pellis).  Gen. R. s. 20, end (גלא) גלי ק'. Y. Sabb. II, 4d bot. (rendition of תַּחַשׁ) גלקטינון; Koh. R. to I, 9 גלטינון (corr. acc.). Ib. והכלב גלבטינון (read גלכסינון) and the dog shall wear ermine fur. | "
9992,ἀξίνη (axine),חֲצִינָא,"ax, axe.  [Aram., related to Akka. ḥaṣinnu, Gk. axine, L. ascia (of s.m.). Gothic aqizi and Old Eng. eax, aex (= ax) are prob. loan words. See ‘ax’, ‘axe’ in my CEDEL. cp. חָצִין. cp. also חֲזינָא.] | "
2932,ἄξιος,"אַקְסְיוֹס,  אַכְסְיוֹס"," (ἄξιος) worthy, adequate.  Gen. R. s. 46 ‘I am God Shadday’ (Gen. XVII, 1)  is translated by Aquila אקווס ואקנוס Ar. (ed. אכסיוס, אכסיוט, corr. acc.) ἄξιος and (καὶ) ἵκανος, adequate and sufficient (competent); cmp. ibid. דייך וכ' it is sufficient for thee that I am thy protector. | "
2932,ἄξιος,"אַקְסְיוֹס,  אַכְסְיוֹס"," (ἄξιος) worthy, adequate.  Gen. R. s. 46 ‘I am God Shadday’ (Gen. XVII, 1)  is translated by Aquila אקווס ואקנוס Ar. (ed. אכסיוס, אכסיוט, corr. acc.) ἄξιος and (καὶ) ἵκανος, adequate and sufficient (competent); cmp. ibid. דייך וכ' it is sufficient for thee that I am thy protector. | "
1724,ἀξίωμα,אַכְסְיֹומָא," (ἀξίωμα) request, petition.  Midr. Till. to Ps. VI, end אחרים מקבלים אנ' וכ' (corr. אכ') others receive the petition presented to him אני איני מבקש אלא אנסיומין שלי (corr. acc., insert שאתה תקבל) I only ask that thou mayest receive my petition thyself. Ib. to Ps. CII אל תתן א' שלי בתוכה (read שלו); [the entire passage is obscure and seems out of place]. | "
2017,ἀξίωμα (axioma),אַקְסְיוֹמָה,"axiom.  [Gk. axioma (= that which is thought worthy), from axioun (= to think worthy), from axos (= worthy; properly ‘weighty’), from the base of agein (= to lead), used in the sense of ‘to weigh’, which is cogn. with L. agere (= to set in motion, drive, lead). See אַקֽטוּאָלִי.] | "
1929,ἀπάθεια (apatheia),אַפַּתְיָה,"apathy.  [Ultimately from Gk. apatheia (= freedom from suffering, impassibility), from apathes (= without suffering, impassible), from privative pref. a- and pathos (= feeling, suffering, passion). See פָּתוֹס and cp. ‘apathy’ in my CEDEL.] | "
2743,ἀπαντή,אַפַּנְטֵי," (ἀπαντή = ἀπάντησις) encountering. —לא' (= εἰς ἀπαντήν, h. לקראת) to meet, to receive. Tanḥ. Emor 22 לא' של טלך to salute the king. Pesik. R. Ten Command. 1 לא' של מלך וכ' (some ed. לאנפטי, corr. acc.) to salute his father the king. Cant. R. to I, 12 לאפנתי (corr. acc.). Y. Ab. Zar. II, 41b bot. לפגטי; Midr. Sam. ch. VII לאפרכי דידיה (corr. acc., or Var. לאפי). [Yalk. Esth. 1058 לאנפטי some ed., read: אַנְבְּטֵי.] | "
2743,ἀπαντήν,אַפַּנְטֵי," (ἀπαντή = ἀπάντησις) encountering. —לא' (= εἰς ἀπαντήν, h. לקראת) to meet, to receive. Tanḥ. Emor 22 לא' של טלך to salute the king. Pesik. R. Ten Command. 1 לא' של מלך וכ' (some ed. לאנפטי, corr. acc.) to salute his father the king. Cant. R. to I, 12 לאפנתי (corr. acc.). Y. Ab. Zar. II, 41b bot. לפגטי; Midr. Sam. ch. VII לאפרכי דידיה (corr. acc., or Var. לאפי). [Yalk. Esth. 1058 לאנפטי some ed., read: אַנְבְּטֵי.] | "
2743,ἀπάντησις,אַפַּנְטֵי," (ἀπαντή = ἀπάντησις) encountering. —לא' (= εἰς ἀπαντήν, h. לקראת) to meet, to receive. Tanḥ. Emor 22 לא' של טלך to salute the king. Pesik. R. Ten Command. 1 לא' של מלך וכ' (some ed. לאנפטי, corr. acc.) to salute his father the king. Cant. R. to I, 12 לאפנתי (corr. acc.). Y. Ab. Zar. II, 41b bot. לפגטי; Midr. Sam. ch. VII לאפרכי דידיה (corr. acc., or Var. לאפי). [Yalk. Esth. 1058 לאנפטי some ed., read: אַנְבְּטֵי.] | "
2744,ἀπάντησον,*אַפַּנְטִיסוֹן," (ἀπάντησον) go to meet (to join battle).  Pesik. R. s. 31 translating kadd’ma panav (Ps. XVII, 13). [Correct: אין לנו זוג להזדווג לה אלא אתה קומה ד' קדמה פניו א' לה; v. Midr. Till. to Ps. l. c.] | "
2688,ἀπειλέω,"אַפִּילוֹן,  אַפִּילְיוֹן, "," (ἀπειλῶν, ἀπειλέων, part. pres.  of ἀπειλέω, prob. borrowed fr. Aquila to Ps. CIV, 32) threatening. Y. Ber. IX, 13c bot. הוא א' לעולמו להחריבו He looks upon his world threatening to destroy it. Cant. R. end, that time חושב הקב""ה אפילו להחריבו וכ' (read אפילון לעולמו להח') the Lord plans threatening &c. Y’lamd. beg. (quot. in Ar. with ref. to Ps. l. c.) מסתכל אפיליון של עולם (read על עולמו) He looks threatening upon His world; cmp. Midr. Till. to Ps. XVIII, 8; Yalk. II Sam. 158. | "
2688,ἀπειλέων,"אַפִּילוֹן,  אַפִּילְיוֹן, "," (ἀπειλῶν, ἀπειλέων, part. pres.  of ἀπειλέω, prob. borrowed fr. Aquila to Ps. CIV, 32) threatening. Y. Ber. IX, 13c bot. הוא א' לעולמו להחריבו He looks upon his world threatening to destroy it. Cant. R. end, that time חושב הקב""ה אפילו להחריבו וכ' (read אפילון לעולמו להח') the Lord plans threatening &c. Y’lamd. beg. (quot. in Ar. with ref. to Ps. l. c.) מסתכל אפיליון של עולם (read על עולמו) He looks threatening upon His world; cmp. Midr. Till. to Ps. XVIII, 8; Yalk. II Sam. 158. | "
2688,ἀπειλῶν,"אַפִּילוֹן,  אַפִּילְיוֹן, "," (ἀπειλῶν, ἀπειλέων, part. pres.  of ἀπειλέω, prob. borrowed fr. Aquila to Ps. CIV, 32) threatening. Y. Ber. IX, 13c bot. הוא א' לעולמו להחריבו He looks upon his world threatening to destroy it. Cant. R. end, that time חושב הקב""ה אפילו להחריבו וכ' (read אפילון לעולמו להח') the Lord plans threatening &c. Y’lamd. beg. (quot. in Ar. with ref. to Ps. l. c.) מסתכל אפיליון של עולם (read על עולמו) He looks threatening upon His world; cmp. Midr. Till. to Ps. XVIII, 8; Yalk. II Sam. 158. | "
1768,ἀπό (apo),אַפּוֹ□," pref. in words of Greek origin meaning ‘from, away from, asunder, separate’.  [Gk. apo (= from, away from), cogn. with Old I. ápa (= away from), L. ab (= away from, from). See ‘of’ in my CEDEL and cp. אַבְּ□. cp. also פּוֹסְט.] | "
22430,ἀπό (apo),פּוֹסְט,"after (occurring in L. phrases like פּוסְט סְקְרִיפְּטוּם (= post scriptum), פּוֹסְט פַקְטוּם (= post factum).  [L. post (= behind, after), from earlier * posti, from IE * pos-, enlargement of * po-, whence Gk. apo (= from), L. ab (= away from). cp. אַפּוֹ□, אַבְּ□.] | "
22387,ἀπόδειξισ (apodeixis),פּוֹלִיסָה,"policy (document of insurance).  [Fren. police (= insurance policy), from It. polizza, corruption of Med. L. apodixa (= receipt), from Gk. apodeixis (= a showing forth, demonstration, proof), from apo (= from, away from) and deiknynai (= to show), which is cogn. with L. dicere (= to tell). See אִינְדֶקְס and cp. words there referred to.] | "
1796,ἀποθέωσισ (apotheosis),אַפּוֹתֵאוֹזָה,"apotheosis.  [L. apotheōsis, from Gk. apotheosis (= deification), from apo (= from; see אַפּוֹ□), and theos (= god). See אַפּוֹ□ and תֵּאוֹלוֹג.] | "
2649,ἀποθήκη,אַפֹּותִּיקִי," (ἀποθήκη) store-house, store.  Targ. Y. I, Gen. XXIV, 2. Ib. v. 10 שפר א' וכ' the best things of his store (Y. II אַפּוּתְיָקִי …, Ar. only דְּיָתִיקִי, v. Gen. R. s. 59).—Y. Sabb. IV, beg. 6d bot., opp. to אצל בעה""ב in dwelling rooms, cmp. הֶפְתֵּק.—Pl. h. אַפֹּותִּיקָאֹות. Ex. R. s. 30 יש לך א' וכ' hast thou store-houses where to put them?—Ch. אַפֹּותִּיקַיָּא, אַפֹּותִּיקֵי. Targ. Y. I Deut XXXII, 34; a. e.—Y. Ned. IX, 41c bot. | "
8228,ἀποθήκη,הֶפְתֵּק," (פתק to cut, divide off; Var. lect.  v. infra) the store-room in the dwelling house out of which the daily portions of provision and work are distributed; also the retailer’s shelves &c., contrad. to אוצר ware-house. Ab. Zar. II, 7 (39b) הבאין מן הה' the preserved locusts which the merchant takes from the shelves, contrad. to מן הסלולה, those laid out in baskets in front of the counter. Ib. 40b מן הה' מן האוצר ומן הספינה (not הסלולה, v. Rabb. D. S. a. l. note 5); Tosef. ib. IV (V), 12 מן הפתק וכ' ed. Zuck. (Var. הפתיק, cmp. הֶמְסֵס for fusion of article) from the shelves, the ware-room or the ship.—Sabb. 50a; Tosef. ib. III (IV), 19 גיזי צמר של ה' cut wool stored in the pantry (intended for spinning; Rashi: from the merchant’s shelves). [Ar. s. v. אפתק reads: אוּפְתֵּק, noting a Var. ה'. One Ms. Ar., a. Mish. ed. Nap. read אפותיק for אוּפְתֵּיק, induced by phonetic resemblance to ἀποθήκη. V. Ar. ed. Koh. s. v. אפתק, a. Rabb. D. S. to Ab. Zar. 39b note 8.] | "
1797,ἀποθήκη (apotheke),אַפּוֹתֵיקָה,"storehouse.  [Gk. apotheke (= granary, storehouse; lit.: ‘a place wherein to lay up something’), from the stem of apotithenai (= to put away), from apo (= away from, from; see אַפּוֹ□) and tithenai (= to put, place). See תִּיק and cp. אִפּוֹתֵיקָה and דִּיָּתֵקֵי. cp. also הֶפְתֵּק.] | "
2609,ἀποθήκη (apotheke),בּוּטִיק,"boutique, shop.  [Fren., from Old Provençal botica, also botiga, from Gk. apotheke (= any place wherein to lay up something, magazine, storehouse).] | "
6909,ἀποθήκη (apotheke),הֶפְתֵּק,"storeroom for food.  [Gk. apotheke (= granary, storehouse). See אַפּוֹתֵיקָה.] | "
1789,ἀποκαλυπτικός (apokalyptikos),אַפּוֹקָלִיפְּטִי,"apocalyptic(al).  [Gk. apokalyptikos, from apokalyptein. See אַפּוֹקָלִיפְּסָה and adj. suff. □ִי.] | "
1790,ἀποκάλυψισ (apokalypsis),אַפּוֹקָלִיפְּסָה,"apocalypse.  [L. apocalypsis, from Gk. apokalypsis (= revelation), from apokalyptein (= to uncover, disclose, reveal), from apo (= from; see אַפּוֹ□), and kalyptein (= to cover), which is related to kalypso (= Calypso, a sea nymph), kalybe (= cabin). See אֵיקָלִיפְּטוּס.] | "
19923,ἀποκοπή,סוּרְסִי," (סָרַס)  1) (cmp. meanings of ἀπόκοπος a. ἀποκοπή) [castrated,] לשון ס' aphæresis, dropping of a radical letter.  Mekh. Bo, s. 3; Pes. 61a; Y. ib. V, 32a bot. expl. תכסו (Ex. XII, 4) = תנכסו, v. נָכַס. Ex. R. s. 42, end לשון סרדיוטין (corr. acc.), v. מַסֵּכָה III.—2) (a contemptuous perversion of סוּרְיִי) לשון ס' Syrian, in gen. Aramæan language.  Sot. 49b; B. Kam. 82b sq. בא""י ל' ס' למה וכ' what has the Syrian tongue to do in Palestine? Speak either Hebrew or Greek. Y. Sot. VII, 21c top לא יהא ל' ס' קל וכ' do not despise the Syrian language, for it is employed in the Torah (Gen. XXXI, 47) &c.; Gen. R. s. 74 פרסי (corr. acc.); Yalk. Gen. 130 פרסי (corr. acc.); (Yalk. Jer. 286; Yalk. Dan. 1060 ארמי). Y. Sot. l. c.; Y. Meg. I, 71b bot., v. אִילְיָא; Esth. R. to I, 22 פרסי (corr. acc.).—Pl. סוּרְסִיןSyrian cakes. Y. Pes. II, 29b bot.; v. סְרִיקִין. | "
19923,ἀπόκοπος,סוּרְסִי," (סָרַס)  1) (cmp. meanings of ἀπόκοπος a. ἀποκοπή) [castrated,] לשון ס' aphæresis, dropping of a radical letter.  Mekh. Bo, s. 3; Pes. 61a; Y. ib. V, 32a bot. expl. תכסו (Ex. XII, 4) = תנכסו, v. נָכַס. Ex. R. s. 42, end לשון סרדיוטין (corr. acc.), v. מַסֵּכָה III.—2) (a contemptuous perversion of סוּרְיִי) לשון ס' Syrian, in gen. Aramæan language.  Sot. 49b; B. Kam. 82b sq. בא""י ל' ס' למה וכ' what has the Syrian tongue to do in Palestine? Speak either Hebrew or Greek. Y. Sot. VII, 21c top לא יהא ל' ס' קל וכ' do not despise the Syrian language, for it is employed in the Torah (Gen. XXXI, 47) &c.; Gen. R. s. 74 פרסי (corr. acc.); Yalk. Gen. 130 פרסי (corr. acc.); (Yalk. Jer. 286; Yalk. Dan. 1060 ארמי). Y. Sot. l. c.; Y. Meg. I, 71b bot., v. אִילְיָא; Esth. R. to I, 22 פרסי (corr. acc.).—Pl. סוּרְסִיןSyrian cakes. Y. Pes. II, 29b bot.; v. סְרִיקִין. | "
2714,ἀποκοτταβίζειν,"אַפִּיקְטְוִיזִין,  אַפִּיקְטְפִיזִין"," (corr. אַפּוֹ') f. (ἀποκοτταβίζειν) orig. playing at cottabus, or squirting wine into a bowl; trnsf. (S.) the gourmand’s practice of taking an emetic before meal; to vomit. Sabb. 12a; 123ab. Ib. XXII, 6. Tosef. ib. XVI (XVII), 22, Var. ed. Zuck. אפקטויזין. Succ. 40b; B. Kam. 102a; Sifra B’har ch. I, end אפיקטפיזים (corr. acc.). [A noun ἀποκοττάβισις to which our w. would correspond, is not in the vocabulary.] | "
2714,ἀποκοττάβισις,"אַפִּיקְטְוִיזִין,  אַפִּיקְטְפִיזִין"," (corr. אַפּוֹ') f. (ἀποκοτταβίζειν) orig. playing at cottabus, or squirting wine into a bowl; trnsf. (S.) the gourmand’s practice of taking an emetic before meal; to vomit. Sabb. 12a; 123ab. Ib. XXII, 6. Tosef. ib. XVI (XVII), 22, Var. ed. Zuck. אפקטויזין. Succ. 40b; B. Kam. 102a; Sifra B’har ch. I, end אפיקטפיזים (corr. acc.). [A noun ἀποκοττάβισις to which our w. would correspond, is not in the vocabulary.] | "
1792,ἀπόκρυφος (apokrypsos),אַפּוֹקְרִיפִים,"Apocrypha, books excluded from the number of the sacred books of the Bible.  [L. Apocrypha, neuter pl. of apocryphus, from Gk. apokrypsos (= hidden away, kept secret), from apokryptein (= to hide away), from apo (= from; see אַפּוֹ□), and kryptein (= to hide) which derives from IE base *qrū-bh-, enlargement of base *qrū (= to hide).] | "
1776,Ἀπόλλων (Apollon),אַפּוֹלוֹ,"Apollo (Greek mythology).  [L. Apollō, from Gk. Apollon, which, according to Usener is related to an obsolete Greek verb meaning ‘to drive away (scil. evil)’, and cogn. with L. pellere (= to beat, strike; to drive). See ‘pulse’ (= throb) in my CEDEL and cp. ‘Apollo’ ibid.] | "
1777,ἀπολογία (apologia),אַפּוֹלוֹגְיָה,"apology.  [L. apologia, from Gk. apologia (= a speech in defense), from apologos (= story, tale, fable, apologue, account; lit.: ‘that which comes from a speech’), from apo (= from) and logos (= word, speech, discourse, account). See אַפּוֹ□ and □לוֹגְיָה.] | "
2632,ἀπόστολος,"*אַפֹּוסְטֹומֹוס,  אַפֹּוסְטְמֹוס"," (Var. פוסטמוס, פס') pr. n. m.Apostomos (Postomos), one who is mentioned as having burned the Law [and put up an idol in the Temple].  Taan. IV, 6; Y. ib. 68cd; Yalk. II Kings 250. [Prob. an officer of king Antioch Epiphanes of Syria; perh. a popul. corrupt. of ἀπόστολος, cmp. II Macc. VI, 1.] | "
