Dictionary ID,Greek Entry,Entry,Definition
Jastrow 5294,γυνή,"גּוּנִי,  גִּינִי",(γυνή) woman.  Gen. R. s. 18; s. 31; v. next w.
Klein 3892,γραφεῖον (grapheion),גּוֹפָן,"script, kind or form of letters. PBH [Perhaps borrowed from Gk. grapheion (= writing), from graphein (= to write).]"
Jastrow 5337,Γόργος,גּוֹרְגּוֹס,"(Γόργος) Gorgos.  Treat. S’maḥ. II, 4 (Asheri to M. Kat. 141 גורגנוס)."
Jastrow 5347,κεκρύφαλος,*גורזקי,"a trap or cage.  Sabb. 106b עד שיכניסנו לג' שלו until he forces him (the lion) into his &c. [Ms. M. גדורקרי (or גדוד'); O. גרודרקי; Ar. גרדלקי; s. v. גדיגוד גדורקי; ed. Sonc. גזדקי; ed. Ven. גרזקי.—Prob. our w., combined with the suspicious שלו, is an old clerical corrupt. of גיקרופלוס κεκρύφαλος the pouch of a hunting net, v. Sm. Ant. s. v. Retis. For a similar Babylonian corruption of an imported Palestinean term, cmp. אנדכתרי.]"
Klein 3905,γορίλλα (gorilla),גּוֹרִילָה,"gorilla. FW [Gk. gorilla, from an African word quoted by the Punic navigator Hanno in Periplus (about 470 B.C.E.).]"
Klein 3907,κοράλλιον (korallion),גּוֹרָל,"1) lot. 2) portion. 3) fortune. [The orig. meaning of גּוֹרָל prob. was ‘a small stone, pebble, a small stone for casting lots’, hence it is related to Arab. jaral, jarwal (= stones, pebbles). Gk. korallion (= coral), is prob. formed from Heb. גּוֹרָל with Gk. dimin. suff. – ion. cp. קוֹרָל.]"
Jastrow 5372,γάζα,גִּזָּא גַּזָּא,"(= גנזא; גנז; fr. which γάζα) treasure, collection.  בי ג'־ treasury. Sabb. 63a ומשתכחא בי ג' וכ' Ms. M. a. Ar. (ed. בְּגַזָּאֵי) it is found in the treasury (among the collections) of queen &c. Yoma 51a בי ג' דאהרן Aaron’s (the Highpriest’s) fund. Hor. 9a דיליך או דג' (Ms. M. דידיך דג', insert או, v. Rabb. D. S. a. l. note) from thy (the Highpriest’s) private money or from the fund?—Meïl. 17b עולו לבי ג' Ar. (ed. עיילינהו לגניזה) go ye into the treasury (he took them to &c.). Ḥull. 139a wherever the vowed sacrifice stands, בבי ג' דרחמנא וכ' it is in the Lord’s treasury (it is to be considered as if its delivery had taken place).—[גִּזָּא Ber. 40ab Ar., v. גַּוָּוזָא I.]"
Klein 3931,ἐξώστρα (exostra),"גְּזוּזְטְרָא,  גְּזוּזְטְרָה","and NH resp.) (pl. גְּזוּזְטְרוֹת and גְּזוּזְטֽרָאוֹת) balcony, porch. (PBH [Gk. exostra (= balcony; lit.: ‘something thrust out’), from ex (= out of), which is related to L. ex (= out of), and othein (= to thrust).]"
Jastrow 5411,ἀζαραπατεῖς,"גְּזִירִיפַּטֵּי,  גְּזִירְפַּטֵּי","(ἀζαραπατεῖς, Pers.  hazâr paiti; v. Perl. Et. St. p. 118, a. authorities quot. ib.) name of a class of oppressive Persian officers (chiliarchi). Taan. 20a. Snh. 98a; Sabb. 139a. [Ar. גאזי דפטי, גזי דפ'; Var. גזיר פ', גזיר דפ', גרז דיפטי, גיזרפטי, גוזרפ' &c., v. Rabb. D. S. a. l. c.]"
Klein 4011,γεω (geo),גֵּיאוֹ□,"geo-. FW [Gk. geo (= pertaining to the earth), from ge (= the earth). Of unknown origin.]"
Klein 4015,γεωγραφία (geographia),גֵּיאוֹגְרַפְיָה,"geography. FW [Gk. geographia (= description of the earth), from geographos (= earth-describing), which is compounded of geo (see גֵּיאוֹ□) and – graphia (see □גְרַפְיָה.]"
Klein 4016,γεωδαισία (geodaisia),גֵּיאוֹדֶסְיָה,"geodesy (the science of determining the shape and size of the earth). FW [Gk. geodaisia (= division of the earth), compounded of geo- (see גֵּיאוֹ□) and the stem of daiesthai (= to divide). See דֶּמוֹן.]"
Klein 4022,γεωμετρία (geometria),גֵּיאוֹמֶטְרְיָה,"geometry. FW [Gk. geometria (= geometry), lit.: ‘measurement of the earth’, from geometres (= land measurer, geometer), which is compounded of geo– and metrein (= to measure), from metron (= measure). See גֵּיאוֹ□ and מֶטֶר.]"
Klein 4030,γέεννα (geeina),"גֵּיהִנּוֹם,  גֵּיהִנָּם","hell. [ig.[[illegible]] spelt גֵּי־הִנּוֹם and meaning ‘the valley of Hinnom’, shortened from גֵּי בֶן־הִנּוֹם (= the valley of the son of Hinnom), a valley south-west and south of the old city of Jerusalem where children were sacrificed to Moloch; see גַּי. Arab. jahannam (= hell) is borrowed from גֵּיהִנָּם. Gk. geeina is also a Heb. loan word.]"
Jastrow 5515,Κόπτος,*גִּיוָוטָאֵי,"inhabitants of Coptos (Κόπτος) in Upper Egypt.  Targ. Y. I Gen. X, 13 (some ed. ני'); Targ. I Chr. I, 11 גיוטאי ed. Rahmer (Var. ניוט', ed. Lag. נאטאי, h. text לודים). Cmp. גִּיפְטִי."
Jastrow 5519,Καλιγούλας,"גַּיּוּס,  (גייס) גַּיּיוּס","Caius, Gaius,  1) (mostly corrupt) used, in connection with לוקיוס (Lucius), to represent gentile names in general.  Pesik. R. s. 21 (ed. Fr. p. 107ab) ג' מן הגודר ולוקיוס מן וכ' e.g. Gaius of Gadara and Lucius of Susitha (Hippos). Ib. 108a (corr. acc.).—Y. Gitt. I, 43b top גוים לוקין וכ' (corr. acc.) G. a. L. are the signers and ye ask yet (whether the signers must be personally known as Jews to the witnesses)? [Bab. ib. 11b לוקוס ולוס, prob. ל' וגיוס.]—Y. Ter. X, 47b; Y. Ab. Zar. III, 42a [ref. to letters accompanying a ship load (?)].—2)Emperor Caius Caligula.  Y. Sot. IX, 24b top (גוליקוס) גייס גוליקם; Bab. ib. 33a גסקלגס; Cant. R. to VIII, 9 גיוסלוקין (corr. גיוס קליגולס = Καλιγούλας)."
Jastrow 5559,γαρασδοειδής,*גַּיְידּוֹר,"(γαΰδαρος, Sachs Beitr. I, 155; mod.  Greek γάδαρος; prob. an adaptation of עָרוֹד, v. S. s. v. γαρασδοειδής) a small ass. Y. B. Mets. VI, 11a. Cmp. גִּירְדּוֹנָא."
Jastrow 5559,γαΰδαρος,*גַּיְידּוֹר,"(γαΰδαρος, Sachs Beitr. I, 155; mod.  Greek γάδαρος; prob. an adaptation of עָרוֹד, v. S. s. v. γαρασδοειδής) a small ass. Y. B. Mets. VI, 11a. Cmp. גִּירְדּוֹנָא."
Klein 4059,γεωμετρία (geometria),גִּימַטְרִיָּא,"explanation of the sense of a word by substituting for it another word, so that the numerical value of the letters constituting either word is identical. PBH [Usually connected with Gk. geometria (= geometry), but prob. a metathesis of Gk. grammateia (= play upon letters), from gramma (= letter; lit.: ‘that which is written’). See גְּרַם.]"
Klein 4059,γραμματεία (grammateia),גִּימַטְרִיָּא,"explanation of the sense of a word by substituting for it another word, so that the numerical value of the letters constituting either word is identical. PBH [Usually connected with Gk. geometria (= geometry), but prob. a metathesis of Gk. grammateia (= play upon letters), from gramma (= letter; lit.: ‘that which is written’). See גְּרַם.]"
Jastrow 5597,γραμματεῖον,"גִּימַטְרְיָא,  גְּמַטְרְיָא","(a transpos. of γραμματεῖον, … άτια, pl.)  1)accounts.  Y. Ter. V, 43c bot. חשבון ג' arithmetical calculation.—2)the use of letters for their numerical value; homiletic interpretation based on the numerical value of letters.  Ber. 8a ת̇ו̇צ̇א̇ו̇ת̇ בגי' וכ' the word totsaoth (Ps. LXVIII, 21) intimates 903 (causes of death). Lev. R. s. 21 השטן גי' וכ'; Midr. Till. to Ps. XXVII השט""ן בגי' וכ' hassatan (the accuser) counts 364; a. fr.—3)learned writing, cifer.  Snh. 22a בגי' איכתיב (Ms. M. איתחזי) the inscription of the wall was in cifers (א""ת ב""ש).—Pl. גִּימַטְרְיָאֹותarithmetic. Ab. III, 18."
Jastrow 5598,γραμματεῖον,"גִּימַטְרְיוֹן,  גִּימַטְרִיקוֹן","(γραμματεῖον, γραμματικόν) same, cifer-writing.  Y. Taan. III, 67a לישן גימטריון וכ', v. אֶפְרָא. Pesik. R. s. 43 לשון גימטריקון הוא ת̇ה̇ו̇ הוא א̇ס̇ף̇ it is cipher speech, Toḥu (I Sam. I, 1) is (in א""ת ב""ש) Asaf."
Jastrow 5598,γραμματικόν,"גִּימַטְרְיוֹן,  גִּימַטְרִיקוֹן","(γραμματεῖον, γραμματικόν) same, cifer-writing.  Y. Taan. III, 67a לישן גימטריון וכ', v. אֶפְרָא. Pesik. R. s. 43 לשון גימטריקון הוא ת̇ה̇ו̇ הוא א̇ס̇ף̇ it is cipher speech, Toḥu (I Sam. I, 1) is (in א""ת ב""ש) Asaf."
Klein 4061,γυμνάσιον (gymnasion),גִּימְנַסְיָה,"secondary school, high school. FW [Gk. gymnasion (= gymnastic school, school), from gymnazein (= to practice gymnastic exercises; lit.: ‘to train naked’), from gymnos (= naked); so called because the athletes trained naked. cp. גִּ׳ימֽקָנָה.]"
Jastrow 5622,γενέσια,"גִּינִיסְיָא,  גִּינִיסִין,  (גִּינוּ',  גְּנוּ')","(γενέσια, τὰ)  1) (with יום) bithday festival, anniversary of death; in gen. commemorative festival.  Targ. Esth. III, 8. Targ. Y. Gen. XL, 20 גְּנוּסָא (v. גְּנִיסָא a. גְּנוּסַיָּיא).—Ab. Zar. I, 3 (8a) יום ג' של מלכים royal anniversaries, expl. Y. ib. 39c birthday festival (with ref. to Gen. XL, 20, v. supra); Bab. ib. 10a (after discussion) יום שמעמידין בו המלך installation of a king (Roman emperor). Y. R. Hash. III, 59a top; Yalk. Hab. 564. Ex. R. s. 15 יום ג' an anniversary (commemorative of his delivery); a. e.—2) (= γενέθλια) descent, nobility of birth.  Pesik. Naḥămu p. 126ab; Yalk. Gen. 162 הודעתם ג' שלי (Gen. R. s. 100 הודעתי הוגנוסים corr. acc.) ye have made known my noble descent. Pesik. Haḥod. p. 53a בת גִּינוּסִים; Pesik. R. s. 15 בת גינסין (read גִּינִיסִין, Yalk. Ex. 190 only בת טובים) a woman of noble birth. Cant. R. to I, 2; a. fr. [Sot. 36b גְּנִיסֵי מלכות וכ' Ar. (ed. גְּנוּנֵי) I recognize in him royal nobility.]"
Jastrow 5623,Γεννησάρ,"גִּינֵּיסַר,  (גִּינּוֹ',  גְּנֵי',  גְּנוֹ')","(Γεννησάρ, Γεννησαρέτ, a hellenization of כִּנֶּרֶת) Gennesar, Gennesaret, lake, town and district of G.  Pes. 8b פירות גינו' Gennes. fruits. Gen. R. s. 98 (etymology) גנוסר = גני שרים princely gardens; Meg. 6a, v. כִּנָּרָא; a. e.—Pl. גִּינֵּיסַרְיוֹת. Y. Meg. I, 70a bot. שני גו' היו (corr. acc.) were there two places of the name of G.?"
Jastrow 5623,Γεννησαρέτ,"גִּינֵּיסַר,  (גִּינּוֹ',  גְּנֵי',  גְּנוֹ')","(Γεννησάρ, Γεννησαρέτ, a hellenization of כִּנֶּרֶת) Gennesar, Gennesaret, lake, town and district of G.  Pes. 8b פירות גינו' Gennes. fruits. Gen. R. s. 98 (etymology) גנוסר = גני שרים princely gardens; Meg. 6a, v. כִּנָּרָא; a. e.—Pl. גִּינֵּיסַרְיוֹת. Y. Meg. I, 70a bot. שני גו' היו (corr. acc.) were there two places of the name of G.?"
Jastrow 5649,Αἰγύπτιος,גִּיפְטִי,"(Αἰγύπτιος) Epyptian, Coptic. —Pl. גִּיפְטִים. Meg. 18a גיפטית לג' (Ar. גפתית לגפתים) to Egyptian Jews &c.—Fem. גִּיפְטִית in Egyptian or Coptic language. Ib.—Sabb. 115a. Ib.b תנא דג' the author of the rule concerning sacred writings in Egyptian &c. (ib.a). Cmp. גִּיוָוטָאֵי."
Jastrow 5651,γύψος,גִּיפְסוֹס,"(γύψος) gypsum.  Y. Sabb. II, 5a top; v. גִּפְסִים."
Jastrow 5710,Ἀξεινῶν,גַּלְאַקְסִינוֹן,"(ed. גלא ק') (γαλῆ Ἀξεινῶν) [fur of] the weasel imported by the Axeinoi (living around the Pontus Axenus or Euxenus); ermine (v. Sm. Ant. s. v. Pellis).  Gen. R. s. 20, end (גלא) גלי ק'. Y. Sabb. II, 4d bot. (rendition of תַּחַשׁ) גלקטינון; Koh. R. to I, 9 גלטינון (corr. acc.). Ib. והכלב גלבטינון (read גלכסינון) and the dog shall wear ermine fur."
Jastrow 5710,γαλῆ,גַּלְאַקְסִינוֹן,"(ed. גלא ק') (γαλῆ Ἀξεινῶν) [fur of] the weasel imported by the Axeinoi (living around the Pontus Axenus or Euxenus); ermine (v. Sm. Ant. s. v. Pellis).  Gen. R. s. 20, end (גלא) גלי ק'. Y. Sabb. II, 4d bot. (rendition of תַּחַשׁ) גלקטינון; Koh. R. to I, 9 גלטינון (corr. acc.). Ib. והכלב גלבטינון (read גלכסינון) and the dog shall wear ermine fur."
Jastrow 5716,γλαύκιον,*גְּלַבְקְיָא,"(γλαύκιον, glaucion) juice of glaucion, a plant like the horned poppy.  Sifra Vayikra, Ḥoba, Par. 12, ch. XXII המערב … ג' בשמן Ar. (ed. גלוביא, Var. בלבקיא &c., v. ed. Weiss p. 28a note) he who adulterates oil with the juice of glaucium (selling it for poppy-oil); Koh. R. to IX, 13 בלבקי; ib. to VI, 1 בלקיא; Tosef. B. Bath. V, 6 מי כגלקיא ed. Zuck. (Var. בלקיא); Yalk. Lev. 479 בלנקי (corruptions of כְּלַוְקְיָא or כְּלַבְקְיָא; cmp. Löw Pfl. p. 205 a. 257). [Ar. a. Mus. seem to think of Lycium.]"
Jastrow 5767,γλωσσόκομον,"גְּלוֹסְקְמָא,  גְּלוֹסְקוֹם,  דְּלוּסְקְמָא","(γλωσσόκομον, v. LXX, II Chr.  XXIV, 8; as to ד for ג', v. Liddell & Scott s. lit. Δ) case, chest, coffin. Y. Sot. VII, 22d כמין גלוסקום a kind of casing; Y. Shek. VI, 49d bot. גלוסקוים (corr. acc.).—Gitt. III, 3 if he found the document בג' … Ar. (ed. בד') in a case; expl. ib. 28a טליקא דסבי a box for elders (for keeping documents &c.); B. Mets. I, 8 Y. ed. ג' (Bab. 20a, b a. Mish. ד'). Meïl. VI, 1 ג' (Bab. ed. 21a ד'). M. Kat. 24b (ד') ג' הניטלת באגפיים a coffin carried by its handles.—Pl. גְּלוֹסְקְמִין, גְּלוֹסְקְמָאוֹת, דְּ'. Meg. 26b דְּלֹוסְקְמֵי ספרים (Alf. Ms. קְמָאוֹת …, ed. סקאות …) cases for books &c.—Ex. R. s. 30, end פותח הגלוסקאות (corr. acc.) he opens the cases (containing his goods)."
Jastrow 5793,γλυπτόν,*גְּלִיבְטוֹן,"(γλυπτόν) carved.  Y’lamd. to Deut. IV, 4 quot. in Ar., expl. פטורי ציצים (I Kings VI, 18)."
Jastrow 5797,ἐυαγγέλιον,"גִּלָּיוֹן,  גִּלְ',  גִּיל'","1)blank parchment, margin of scrolls.  Yad. III, 4 ג' … שמלמעלן וכ' the blank portions of a sacred book, the upper, the lower margins and those at the beginning and the end; Sabb 116a Ms. M. (ed. pl.). Men. 30a.—Pl. גִּלְיוֹנִין, גִּילְ'. Sabb. l. c., v. supra. Ib. הג' של ס""ת (Ms. M. sing.) blank parchments of, or intended for, a sacred book.—2) (a satirical adaptation of ἐυαγγέλιον, v. אָיֶן) gospel.  Tosef. Sabb. XIII (XIV), 5 הג' וספרי מינין; Sabb. l. c. הג' וספרי הצדוקים (Ms. M. הגליון … מינין) the gospels and books of heretics; [disputants, Sabb. l. c., take our w. in the sense of blanks]. Ib. sq., v. אָוֶן.—3) (v. Is. III, 23; cmp. גִּלְגְּלִין) a girdle of fine material.  Gen. R. s. 19 (Ar. גליונים; ed. Koh. גולין, corr. acc.)."
Jastrow 5809,γαλήνη,גַּלֵּינֵי,"(γαλήνη) calm, stillness of wind and wave.  Y. Yeb. XV, 15d top אם (היה) הים ג' וכ' if there was a calm sea, and you looked around and there was none &c.; Y. Erub. IV, 21d bot. גלנו ed. Krot. (corr. acc.)."
Klein 4183,γαλήνη (galene),גָּלֵינֵי,calmness. PBH [From Gk. galene (= calmness of the sea).]
Klein 4207,κόλλιξ (kolix),"גְּלֻסְקָה,  גְּלוּסְקָא","cake, roll. PBH [Borrowed from Gk. kolix (= a roll of coarse bread), which is of unknown origin.]"
Klein 4213,γλύφειν (glyphein),גלף,"to engrave, carve. [Hebraization of Gk. glyphein (= to hollow out, engrave, carve), which is cogn. with L. glūbere (= to peel, shell). See ‘cleave’ (= to split), in my CEDEL. and cp. גְּלוּמָה and the second element in הִיֶּרוֹגְלִיפִים.] | — Qal . גָּלַף he carved, engraved. — Pi.  גִּלֵּף (of s.m.). — Pu.  גֻּלַּף was carved, was engraved. "
